"measuredItemCPC","description","feedClassification"
"23913","Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg","not for feed"
"23914","Extracts, essences and concentrates of tea or mate, and preparations with a basis thereof or with a basis of tea or matï¿½","not for feed"
"23912.01","Coffee Substitutes","not for feed"
"23912.02","Coffee Extracts","not for feed"
"23921","Pepper (piper spp.), processed","not for feed"
"23922","Chillies and peppers, dry (capsicum spp., pimenta), processed","not for feed"
"23923","Nutmeg, mace, cardamoms, processed","not for feed"
"23924","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, processed","not for feed"
"23925","Cinnamon (canella), processed","not for feed"
"23926","Cloves (whole stems), processed","not for feed"
"23927","Ginger, processed","not for feed"
"23928","Vanilla, processed","not for feed"
"23929","Other spices and aromatics, processed","not for feed"
"23991","Homogenized preparations of meat, vegetables, fruit or nuts; preparations of milk, flour, meal, starch or malt extract, for infant use n.e.; homogenized composite food preparations","not for feed"
"23992","Soups and broths and preparations thereof","not for feed"
"23993","Eggs, not in shell, and egg yolks, fresh or preserved; egg albumin","not for feed"
"23994","Vinegar and substitutes therefor obtained from/nacetic acid","not for feed"
"23995","Sauces; mixed condiments; mustard flour and meal; prepared mustard","not for feed"
"23996","Yeasts (active or inactive); other single-cell microorganisms, dead; prepared baking powders","not for feed"
"23997","Other prepared dishes and meals","not for feed"
"23999","Other food products n.e.","not for feed"
"23991.01","Infant Food","not for feed"
"23991.02","Homogenized Vegetable Preparations","not for feed"
"23991.03","Homogenized Cooked Fruit, Prepared","not for feed"
"23991.04","Homogenized Meat Preparations","not for feed"
"23991.90","Other homogenized preparations of meat, vegetables,/nfruit or nuts; preparations of milk, flour, meal,/nstarch or malt extract, for infant use n.e.;/nhomogenized composite food preparations","not for feed"
"23993.01","Egg Albumin","not for feed"
"23993.02","Eggs, Liquid","not for feed"
"23993.03","Eggs, Dried","not for feed"
"23995.01","Soya Sauce","not for feed"
"23995.02","Soya Paste","not for feed"
"23995.03","Flour of Mustard Seed","not for feed"
"23995.90","Other sauces; mixed condiments; mustard flour and meal; prepared mustard","not for feed"
"23999.01","Malt Extract","not for feed"
"23999.02","Food Preparations of Flour, Meal or Malt Extract","not for feed"
"23999.03","Soya Curd","not for feed"
"23999.04","Pyrethrum Extract","not for feed"
"23999.90","Other food products n.e.","not for feed"
"241","Ethyl alcohol; spirits, liqueurs and other spirituous beverages","not for feed"
"242","Wines","not for feed"
"243","Malt liquors and malt","not for feed"
"244","Soft drinks; bottled mineral waters","not for feed"
"2411","Undenatured ethyl alcohol of an alcoholic strength by volume of 80% vol or higher","not for feed"
"2413","Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol; spirits, liqueurs and other spirituous beverages","not for feed"
"24110","Undenatured ethyl alcohol of an alcoholic strength by volume of 80% vol or higher","not for feed"
"24131","Spirits, liqueurs and other spirituous beverages of an alcoholic strength by volume of about 40% vol","not for feed"
"24139","Other spirituous beverages and undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol","not for feed"
"2421","Wine of fresh grapes, whether or not flavoured; grape must","not for feed"
"2422","Vermouth and other wine of fresh grapes flavoured with plats or aromatic substances","not for feed"
"2423","Cider, perry, mead and other fermented beverages, except wine of fresh grapes and beer made from malt","not for feed"
"242A","Wine and sparkling wine","not for feed"
"24211","Sparkling wine of fresh grapes","not for feed"
"24212","Wine of fresh grapes, except sparkling wine; grape must","not for feed"
"24212.01","Must of Grape","not for feed"
"24212.02","Wine","not for feed"
"24220","Vermouth and other wine of fresh grapes flavoured with plats or aromatic substances","not for feed"
"24230","Cider, perry, mead and other fermented beverages, except wine of fresh grapes and beer made from malt","not for feed"
"24230.01","Wheat-Fermented Beverages","not for feed"
"24230.02","Rice-Fermented Beverages","not for feed"
"24230.03","Cider and other fermented beverages","not for feed"
"2431","Beer made from malt","not for feed"
"2432","Malt, whether or not roasted","not for feed"
"24310","Beer made from malt","not for feed"
"24310.01","Beer of Barley, malted","not for feed"
"24310.02","Beer of Maize, malted","not for feed"
"24310.03","Beer of Millet, malted","not for feed"
"24310.04","Beer of Sorghum, malted","not for feed"
"24310.90","Other beer n.e.","not for feed"
"24320","Malt, whether or not roasted","not for feed"
"2441","Bottled waters, not sweetened or flavoured","not for feed"
"2449","Other non-alcoholic caloric beverages","not for feed"
"24410","Bottled waters, not sweetened or flavoured","not for feed"
"24490","Other non-alcoholic caloric beverages","not for feed"
"24490.01","Beer of Barley, non-alcoholic","not for feed"
"24490.02","Beer of Maize, non-alcoholic","not for feed"
"24490.03","Beer of Millet, non-alcoholic","not for feed"
"24490.04","Beer of Sorghum, non-alcoholic","not for feed"
"24490.91","Other non-alcoholic beer n.e.","not for feed"
"24490.92","Other non-alcoholic caloric beverages n.e.c","not for feed"
"250","Tobacco products","not for feed"
"2501","Cured stemmed/stripped tobacco leaves","not for feed"
"2502","Cigars, cheroots, cigarillos and cigarettes of tobacco or tobacco substitutes","not for feed"
"2509","Other manufactured tobacco and manufactured tobacco substitutes; homogenized or reconstituted tobacco; tobacco extracts and essences/n","not for feed"
"25010","Cured stemmed/stripped tobacco leaves","not for feed"
"25020","Cigars, cheroots, cigarillos and cigarettes of tobacco or tobacco substitutes","not for feed"
"25020.01","Cigarettes","not for feed"
"25020.02","Cigars and Cheroots","not for feed"
"25090","Other manufactured tobacco and manufactured tobacco substitutes; homogenized or reconstituted tobacco; tobacco extracts and essences","not for feed"
"261","Natural textile fibres prepared for spinning","not for feed"
"262","Man-made textile staple fibres processed for spinning","not for feed"
"263","Textile yarn and thread of natural fibres","not for feed"
"264","Textile yarn and thread of man-made filaments or staple fibres","not for feed"
"265","Woven fabrics (except special fabrics) of natural fibres other than cotton","not for feed"
"266","Woven fabrics (except special fabrics) of cotton","not for feed"
"267","Woven fabrics (except special fabrics) of man-made filaments and staple fibres","not for feed"
"268","Special fabrics","not for feed"
"2611","Raw silk (not thrown)","not for feed"
"2613","Wool, degreased or carbonized, not carded or combed","not for feed"
"2614","Noils of wool or of fine animal hair","not for feed"
"2615","Wool and fine or coarse animal hair, carded or combed","not for feed"
"2616","Cotton, carded or combed","not for feed"
"2617","Jute and other textile bast fibres (except flax, true hemp and ramie), processed but not spun; tow and waste of these fibres","not for feed"
"2619","Other vegetable textile fibres, processed but not spun; tow and waste of these fibres","not for feed"
"26110","Raw silk (not thrown)","not for feed"
"26130","Wool, degreased or carbonized, not carded or combed","not for feed"
"26140","Noils of wool or of fine animal hair","not for feed"
"26150","Wool and fine or coarse animal hair, carded or combed","not for feed"
"26150.01","Hair, Carded, Combed","not for feed"
"26150.02","Wool Tops","not for feed"
"26160","Cotton, carded or combed","not for feed"
"26170","Jute and other textile bast fibres (except flax, true hemp and ramie), processed but not spun; tow and waste of these fibres","not for feed"
"26170.01","Jute","not for feed"
"26170.02","Kenaf, and other textile bast fibres","not for feed"
"26190","Other vegetable textile fibres, processed but not spun; tow and waste of these fibres","not for feed"
"26190.01","Flax fibre and tow","not for feed"
"26190.02","Flax tow and waste","not for feed"
"26190.03","Hemp fibre and tow","not for feed"
"26190.04","Kapok fibre","not for feed"
"26190.05","Ramie","not for feed"
"26190.06","Sisal","not for feed"
"26190.07","Agave fibres nes","not for feed"
"26190.08","Abaca manila hemp","not for feed"
"26190.09","Coir","not for feed"
"26190.90","Fibre crops nes","not for feed"
"2621","Synthetic staple fibres, carded, combed or otherwise processed for spinning","not for feed"
"2622","Artificial staple fibres, carded, combed or otherwise processed for spinning","not for feed"
"26210","Synthetic staple fibres, carded, combed or otherwise processed for spinning","not for feed"
"26220","Artificial staple fibres, carded, combed or otherwise processed for spinning","not for feed"
"2631","Silk yarn and yarn spun from silk waste; silk-worn gut","not for feed"
"2632","Yarn of wool, containing 85% or more by weight of wool, not put up for retail sale","not for feed"
"2633","Yarn of wool, containing less than 85% by weight of wool, not put up for retail sale","not for feed"
"2634","Yarn of wool, not put up for retail sale; yarn of fine or coarse animal hair or of horse hair (including gimped horsehair yarn), whether or not put up for retail sale","not for feed"
"2635","Cotton sewing thread","not for feed"
"2636","Cotton yarn (other than sewing thread), containing 85% or more by weight of cotton","not for feed"
"2637","Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton","not for feed"
"2638","Yarn of vegetable textile fibres other than cotton (including flax, jute, coir and true hemp); paper yarn","not for feed"
"26310","Silk yarn and yarn spun from silk waste; silk-worn gut","not for feed"
"26320","Yarn of wool, containing 85% or more by weight of wool, not put up for retail sale","not for feed"
"26330","Yarn of wool, containing less than 85% by weight of wool, not put up for retail sale","not for feed"
"26340","Yarn of wool, not put up for retail sale; yarn of fine or coarse animal hair or of horse hair (including gimped horsehair yarn), whether or not put up for retail sale","not for feed"
"26350","Cotton sewing thread","not for feed"
"26360","Cotton yarn (other than sewing thread), containing 85% or more by weight of cotton","not for feed"
"26370","Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton","not for feed"
"26380","Yarn of vegetable textile fibres other than cotton (including flax, jute, coir and true hemp); paper yarn","not for feed"
"2641","Sewing thread of man-made filaments or staple fibres","not for feed"
"2642","Yarn of man-made filaments, multiple or cabled (other than sewing thread, high tenacity yarn of polyamides, polyesters or viscose rayon), not put up for retail sale; man-made filament yarn (other than sewing thread), put up for retail sale","not for feed"
"2643","Yarn (other than sewing thread) of synthetic staple fibres, containing 85% or more by weight of such fibres","not for feed"
"2644","Yarn (other than sewing thread) of synthetic staple fibres, containing less than 85% by weight of such fibres","not for feed"
"2645","Yarn (other than sewing thread) of artificial staple fibres, containing 85% or more by weight of such fibres, not put up for retail sale","not for feed"
"2646","Yarn (other than sewing thread) of artificial staple fibres, containing less than 85% by weight of such fibres, not put up for retail sale; yarn (other than sewing thread) of artificial staple fibres, put up for retail sale","not for feed"
"26410","Sewing thread of man-made filaments or staple fibres","not for feed"
"26420","Yarn of man-made filaments, multiple or cabled (other than sewing thread, high tenacity yarn of polyamides, polyesters or viscose rayon), not put up for retail sale; man-made filament yarn (other than sewing thread), put up for retail sale","not for feed"
"26421","Yarn of man-made filaments, multiple or cabled (other than sewing thread, high tenacity yarn of polyamides, polyesters or viscose rayon), not put up for retail sale","not for feed"
"26430","Yarn (other than sewing thread) of synthetic staple fibres, containing 85% or more by weight of such fibres","not for feed"
"26440","Yarn (other than sewing thread) of synthetic staple fibres, containing less than 85% by weight of such fibres","not for feed"
"26450","Yarn (other than sewing thread) of artificial staple fibres, containing 85% or more by weight of such fibres, not put up for retail sale","not for feed"
"26460","Yarn (other than sewing thread) of artificial staple fibres, containing less than 85% by weight of such fibres, not put up for retail sale; yarn (other than sewing thread) of artificial staple fibres, put up for retail sale","not for feed"
